FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase
1233,4314,calcitonin antagonist,MoA,Phase 2
243,4315,orexin receptor antagonist,MoA,Phase 2
4316,4317,bombesin receptor agonist,MoA,Preclinical
3224,4317,bombesin receptor agonist,MoA,Preclinical
4318,4317,bombesin receptor agonist,MoA,Preclinical
452,4319,Aurora kinase inhibitor,MoA,Phase 1
563,4319,Aurora kinase inhibitor,MoA,Phase 1
564,4319,Aurora kinase inhibitor,MoA,Phase 1
298,4320,leukotriene receptor antagonist,MoA,Phase 2
1816,4320,leukotriene receptor antagonist,MoA,Phase 2
241,4321,orexin receptor antagonist,MoA,Phase 2
243,4321,orexin receptor antagonist,MoA,Phase 2
430,4322,c-Met inhibitor,MoA,Phase 1
65,4323,stearoyl-CoA desaturase inhibitor,MoA,Phase 2
452,4324,Aurora kinase inhibitor,MoA,Preclinical
4325,4326,MAP kinase inhibitor,MoA,Preclinical
781,4327,mTOR inhibitor,MoA,Phase 2
474,4327,mTOR inhibitor,MoA,Phase 2
138,4327,mTOR inhibitor,MoA,Phase 2
476,4327,mTOR inhibitor,MoA,Phase 2
474,4328,PI3K inhibitor,MoA,Phase 2
452,4329,Aurora kinase inhibitor,MoA,Phase 1
77,4330,serotonin receptor partial agonist,MoA,Preclinical
957,4330,serotonin receptor partial agonist,MoA,Preclinical
490,4330,serotonin receptor partial agonist,MoA,Preclinical
1618,4331,GTPase inhibitor,MoA,Preclinical
4332,4333,CLK inhibitor|DYRK inhibitor,MoA,Preclinical
1059,4333,CLK inhibitor|DYRK inhibitor,MoA,Preclinical
4334,4335,liver receptor homolog inverse agonist,MoA,Preclinical
525,4336,G protein-coupled receptor antagonist,MoA,Preclinical
4337,4338,transient receptor potential channel antagonist,MoA,Preclinical
1744,4338,transient receptor potential channel antagonist,MoA,Preclinical
1191,4339,potassium channel activator,MoA,Preclinical
103,4340,T-type calcium channel blocker,MoA,Preclinical
105,4340,T-type calcium channel blocker,MoA,Preclinical
106,4340,T-type calcium channel blocker,MoA,Preclinical
234,4341,hypoxia inducible factor activator,MoA,Preclinical
2302,4342,potassium channel activator,MoA,Preclinical
4343,4344,serine/threonine kinase inhibitor,MoA,Preclinical
4345,4346,inward rectifier potassium channel activator,MoA,Preclinical
1775,4347,phospholipase inhibitor,MoA,Preclinical
4153,4348,neurotensin agonist,MoA,Preclinical
4349,4350,ubiquitin specific protease inhibitor,MoA,Preclinical
4351,4352,histone lysine demethylase inhibitor,MoA,Preclinical
421,4353,MAP kinase inhibitor,MoA,Preclinical
553,4353,MAP kinase inhibitor,MoA,Preclinical
555,4353,MAP kinase inhibitor,MoA,Preclinical
405,4353,MAP kinase inhibitor,MoA,Preclinical
303,4354,ALK tyrosine kinase receptor inhibitor,MoA,Preclinical
305,4354,ALK tyrosine kinase receptor inhibitor,MoA,Preclinical
2537,4354,ALK tyrosine kinase receptor inhibitor,MoA,Preclinical
4355,4356,lysophospholipase inhibitor,MoA,Preclinical
692,4357,potassium channel blocker,MoA,Preclinical
693,4357,potassium channel blocker,MoA,Preclinical
946,4358,RAF inhibitor,MoA,Preclinical
948,4358,RAF inhibitor,MoA,Preclinical
798,4359,myosin light chain kinase inhibitor,MoA,Preclinical
222,4360,retinoid receptor antagonist,MoA,Preclinical
11,4361,serotonin receptor antagonist,MoA,Preclinical
2677,4362,tankyrase inhibitor,MoA,Preclinical
247,4363,HDAC inhibitor,MoA,Phase 2
1144,4363,HDAC inhibitor,MoA,Phase 2
249,4363,HDAC inhibitor,MoA,Phase 2
250,4363,HDAC inhibitor,MoA,Phase 2
569,4366,monoamine oxidase inhibitor,MoA,Phase 1
1248,4366,monoamine oxidase inhibitor,MoA,Phase 1
2902,4368,hypoxia inducible factor inhibitor,MoA,Phase 3
821,4373,kinesin inhibitor,MoA,Preclinical
275,4377,cytochrome P450 inhibitor,MoA,Preclinical
116,4377,cytochrome P450 inhibitor,MoA,Preclinical
1674,4377,cytochrome P450 inhibitor,MoA,Preclinical
1292,4377,cytochrome P450 inhibitor,MoA,Preclinical
3914,4377,cytochrome P450 inhibitor,MoA,Preclinical
2622,4378,other antibiotic,MoA,Launched
939,4380,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
940,4380,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
244,4380,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
129,4380,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
3484,4381,toll-like receptor agonist,MoA,Phase 2
2117,4385,glutamate receptor antagonist,MoA,Preclinical
2414,4385,glutamate receptor antagonist,MoA,Preclinical
160,4385,glutamate receptor antagonist,MoA,Preclinical
4386,4387,mitotic kinase inhibitor,MoA,Preclinical
4386,4388,monopolar spindle 1 kinase inhibitor,MoA,Preclinical
4386,4389,monopolar spindle 1 kinase inhibitor,MoA,Preclinical
2342,4390,thromboxane synthase inhibitor,MoA,Phase 1
79,4391,GABA receptor inverse agonist,MoA,Phase 1
140,4391,GABA receptor inverse agonist,MoA,Phase 1
141,4391,GABA receptor inverse agonist,MoA,Phase 1
142,4391,GABA receptor inverse agonist,MoA,Phase 1
1196,4392,gamma secretase inhibitor,MoA,Preclinical
276,4393,adenosine receptor antagonist,MoA,Preclinical
277,4393,adenosine receptor antagonist,MoA,Preclinical
277,4394,adenosine receptor antagonist,MoA,Preclinical
4395,4396,purinergic receptor antagonist,MoA,Preclinical
69,4397,adenosine receptor antagonist,MoA,Preclinical
275,4397,adenosine receptor antagonist,MoA,Preclinical
276,4397,adenosine receptor antagonist,MoA,Preclinical
277,4397,adenosine receptor antagonist,MoA,Preclinical
537,4398,CC chemokine receptor antagonist,MoA,Phase 2
1256,4399,glutamate receptor antagonist,MoA,Preclinical
1835,4399,glutamate receptor antagonist,MoA,Preclinical
346,4400,protein tyrosine kinase inhibitor,MoA,Phase 1
348,4400,protein tyrosine kinase inhibitor,MoA,Phase 1
79,4401,benzodiazepine receptor agonist,MoA,Phase 1
140,4401,benzodiazepine receptor agonist,MoA,Phase 1
141,4401,benzodiazepine receptor agonist,MoA,Phase 1
81,4401,benzodiazepine receptor agonist,MoA,Phase 1
142,4401,benzodiazepine receptor agonist,MoA,Phase 1
143,4401,benzodiazepine receptor agonist,MoA,Phase 1
3050,4401,benzodiazepine receptor agonist,MoA,Phase 1
3051,4401,benzodiazepine receptor agonist,MoA,Phase 1
3052,4401,benzodiazepine receptor agonist,MoA,Phase 1
23,4402,phosphodiesterase inhibitor|platelet aggregation inhibitor,MoA,Preclinical
476,4405,androgen receptor agonist|cytochrome P450 inhibitor,MoA,Preclinical
1287,4406,PKC inhibitor,MoA,Preclinical
1284,4406,PKC inhibitor,MoA,Preclinical
694,4407,transient receptor potential channel antagonist,MoA,Preclinical
623,4417,histamine receptor agonist,MoA,Phase 3
3335,4418,ubiquitin ligase transport promoter,MoA,Preclinical
4420,4421,free radical scavenger,MoA,Launched
2986,4421,free radical scavenger,MoA,Launched
426,4421,free radical scavenger,MoA,Launched
1973,4421,free radical scavenger,MoA,Launched
4422,4421,free radical scavenger,MoA,Launched
1980,4421,free radical scavenger,MoA,Launched
4423,4421,free radical scavenger,MoA,Launched
477,4421,free radical scavenger,MoA,Launched
754,4421,free radical scavenger,MoA,Launched
1997,4421,free radical scavenger,MoA,Launched
936,4421,free radical scavenger,MoA,Launched
163,4421,free radical scavenger,MoA,Launched
322,4421,free radical scavenger,MoA,Launched
2073,4421,free radical scavenger,MoA,Launched
799,4421,free radical scavenger,MoA,Launched
7,4426,dopamine receptor antagonist,MoA,Preclinical
8,4426,dopamine receptor antagonist,MoA,Preclinical
11,4426,dopamine receptor antagonist,MoA,Preclinical
510,4436,opioid receptor antagonist,MoA,Preclinical
511,4436,opioid receptor antagonist,MoA,Preclinical
339,4438,opioid receptor antagonist,MoA,Preclinical
510,4438,opioid receptor antagonist,MoA,Preclinical
511,4438,opioid receptor antagonist,MoA,Preclinical
339,4439,opioid receptor antagonist,MoA,Preclinical
510,4439,opioid receptor antagonist,MoA,Preclinical
511,4439,opioid receptor antagonist,MoA,Preclinical
45,4440,serotonin receptor agonist,MoA,Preclinical
47,4440,serotonin receptor agonist,MoA,Preclinical
48,4440,serotonin receptor agonist,MoA,Preclinical
11,4440,serotonin receptor agonist,MoA,Preclinical
489,4440,serotonin receptor agonist,MoA,Preclinical
227,4441,STAT inhibitor,MoA,Phase 3
596,4445,aromatase inhibitor|TRPV antagonist,MoA,Phase 1
753,4445,aromatase inhibitor|TRPV antagonist,MoA,Phase 1
116,4445,aromatase inhibitor|TRPV antagonist,MoA,Phase 1
1087,4445,aromatase inhibitor|TRPV antagonist,MoA,Phase 1
754,4445,aromatase inhibitor|TRPV antagonist,MoA,Phase 1
4448,4449,cytochrome P450 inhibitor,MoA,Preclinical
12,4450,serotonin receptor antagonist,MoA,Preclinical
1185,4451,CCK receptor antagonist,MoA,Phase 2
450,4453,voltage-gated sodium channel blocker,MoA,Preclinical
3507,4454,CC chemokine receptor antagonist,MoA,Phase 2
1011,4454,CC chemokine receptor antagonist,MoA,Phase 2
110,4455,BCL inhibitor,MoA,Phase 2
112,4455,BCL inhibitor,MoA,Phase 2
113,4455,BCL inhibitor,MoA,Phase 2
728,4456,corticotropin releasing factor receptor antagonist,MoA,Preclinical
550,4457,CC chemokine receptor antagonist,MoA,Preclinical
665,4458,glutamate receptor antagonist,MoA,Preclinical
663,4458,glutamate receptor antagonist,MoA,Preclinical
667,4458,glutamate receptor antagonist,MoA,Preclinical
668,4458,glutamate receptor antagonist,MoA,Preclinical
906,4458,glutamate receptor antagonist,MoA,Preclinical
153,4458,glutamate receptor antagonist,MoA,Preclinical
154,4458,glutamate receptor antagonist,MoA,Preclinical
155,4458,glutamate receptor antagonist,MoA,Preclinical
24,4459,GABA receptor antagonist,MoA,Preclinical
26,4459,GABA receptor antagonist,MoA,Preclinical
4460,4459,GABA receptor antagonist,MoA,Preclinical
4461,4462,complement antagonist,MoA,Preclinical
633,4463,sigma receptor antagonist,MoA,Phase 2
73,4465,acetylcholine receptor agonist,MoA,Phase 3
69,4466,adenosine receptor agonist,MoA,Launched
275,4466,adenosine receptor agonist,MoA,Launched
276,4466,adenosine receptor agonist,MoA,Launched
277,4466,adenosine receptor agonist,MoA,Launched
4467,4468,RIPK inhibitor,MoA,Preclinical
3904,4469,necroptosis inhibitor|RIPK inhibitor,MoA,Preclinical
45,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
47,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
1,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
421,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
11,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
14,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
16,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
571,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
620,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
410,4472,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Withdrawn
73,4473,acetylcholine receptor agonist|benzodiazepine receptor agonist,MoA,Phase 3
230,4477,topoisomerase inhibitor,MoA,Phase 2
232,4477,topoisomerase inhibitor,MoA,Phase 2
2503,4481,dopamine beta hydroxylase inhibitor,MoA,Phase 2
4485,4486,neural stem cell inducer,MoA,Preclinical
4487,4486,neural stem cell inducer,MoA,Preclinical
247,4489,HDAC inhibitor,MoA,Preclinical
251,4489,HDAC inhibitor,MoA,Preclinical
213,4490,NFkB pathway inhibitor,MoA,Preclinical
1287,4491,nitric oxide synthase inhibitor,MoA,Phase 1
598,4491,nitric oxide synthase inhibitor,MoA,Phase 1
881,4491,nitric oxide synthase inhibitor,MoA,Phase 1
8,4492,dopamine receptor antagonist,MoA,Preclinical
9,4493,dopamine receptor antagonist,MoA,Phase 1
728,4494,corticotropin releasing factor receptor antagonist,MoA,Preclinical
2005,4495,lactate dehydrogenase inhibitor,MoA,Preclinical
4496,4497,bromodomain inhibitor,MoA,Preclinical
4498,4497,bromodomain inhibitor,MoA,Preclinical
4499,4497,bromodomain inhibitor,MoA,Preclinical
2694,4504,monoamine oxidase inhibitor,MoA,Withdrawn
569,4504,monoamine oxidase inhibitor,MoA,Withdrawn
1248,4504,monoamine oxidase inhibitor,MoA,Withdrawn
519,4514,cannabinoid receptor antagonist,MoA,Preclinical
165,4516,adrenergic receptor antagonist,MoA,Launched
417,4516,adrenergic receptor antagonist,MoA,Launched
45,4521,adrenergic receptor antagonist,MoA,Preclinical
571,4530,norepinephrine reuptake inhibitor,MoA,Phase 1
620,4530,norepinephrine reuptake inhibitor,MoA,Phase 1
410,4530,norepinephrine reuptake inhibitor,MoA,Phase 1
2694,4531,catechol O methyltransferase inhibitor,MoA,Phase 2
73,4533,cholinergic receptor antagonist,MoA,Preclinical
4536,4537,nuclear factor erythroid derived|like (NRF2) activator,MoA,Preclinical
2079,4538,adenylyl cyclase inhibitor,MoA,Preclinical
2706,4539,"indoleamine 2,3-dioxygenase inhibitor",MoA,Phase 1
153,4540,glutamate receptor agonist,MoA,Preclinical
154,4540,glutamate receptor agonist,MoA,Preclinical
155,4540,glutamate receptor agonist,MoA,Preclinical
156,4540,glutamate receptor agonist,MoA,Preclinical
157,4540,glutamate receptor agonist,MoA,Preclinical
128,4541,PLK inhibitor,MoA,Phase 2
1228,4541,PLK inhibitor,MoA,Phase 2
1229,4541,PLK inhibitor,MoA,Phase 2
1230,4541,PLK inhibitor,MoA,Phase 2
1628,4542,ATPase inhibitor,MoA,Preclinical
1622,4543,glucosidase inhibitor,MoA,Preclinical
3284,4544,GABA uptake inhibitor|GAT inhibitor,MoA,Preclinical
493,4545,T-type calcium channel blocker,MoA,Preclinical
495,4545,T-type calcium channel blocker,MoA,Preclinical
496,4545,T-type calcium channel blocker,MoA,Preclinical
497,4545,T-type calcium channel blocker,MoA,Preclinical
1099,4546,opioid receptor agonist,MoA,Preclinical
633,4547,GABA uptake inhibitor,MoA,Preclinical
1784,4547,GABA uptake inhibitor,MoA,Preclinical
171,4548,cyclooxygenase inhibitor,MoA,Phase 2
805,4549,MEK inhibitor,MoA,Preclinical
3165,4550,tubulin polymerization inhibitor,MoA,Preclinical
1548,4551,thymidylate synthase inhibitor,MoA,Phase 3
7,4553,dopamine reuptake inhibitor|noradrenaline uptake inhibitor,MoA,Withdrawn
571,4553,dopamine reuptake inhibitor|noradrenaline uptake inhibitor,MoA,Withdrawn
620,4553,dopamine reuptake inhibitor|noradrenaline uptake inhibitor,MoA,Withdrawn
339,4555,opioid receptor antagonist,MoA,Preclinical
510,4555,opioid receptor antagonist,MoA,Preclinical
511,4555,opioid receptor antagonist,MoA,Preclinical
15,4562,selective serotonin reuptake inhibitor (SSRI),MoA,Phase 1
200,4568,ICAM1 antagonist,MoA,Phase 2
2596,4569,chloride channel blocker,MoA,Preclinical
792,4569,chloride channel blocker,MoA,Preclinical
4570,4569,chloride channel blocker,MoA,Preclinical
67,4569,chloride channel blocker,MoA,Preclinical
1530,4571,calcium receptor antagonist,MoA,Preclinical
1707,4572,neuropeptide receptor antagonist,MoA,Preclinical
678,4573,caspase inhibitor,MoA,Preclinical
969,4574,JAK inhibitor,MoA,Phase 1/Phase 2
369,4574,JAK inhibitor,MoA,Phase 1/Phase 2
370,4574,JAK inhibitor,MoA,Phase 1/Phase 2
2872,4574,JAK inhibitor,MoA,Phase 1/Phase 2
1309,4575,calcium-activated potassium channel activator,MoA,Preclinical
617,4576,voltage-gated potassium channel activator,MoA,Preclinical
2297,4576,voltage-gated potassium channel activator,MoA,Preclinical
1309,4576,voltage-gated potassium channel activator,MoA,Preclinical
1309,4577,calcium-activated potassium channel activator,MoA,Preclinical
1243,4578,calcium-activated potassium channel activator,MoA,Preclinical
2349,4578,calcium-activated potassium channel activator,MoA,Preclinical
2351,4578,calcium-activated potassium channel activator,MoA,Preclinical
853,4578,calcium-activated potassium channel activator,MoA,Preclinical
617,4579,voltage-gated potassium channel activator,MoA,Preclinical
59,4580,acetylcholine receptor agonist,MoA,Preclinical
2227,4580,acetylcholine receptor agonist,MoA,Preclinical
628,4581,voltage-gated potassium channel activator,MoA,Preclinical
1309,4582,potassium channel agonist,MoA,Phase 2
1243,4583,calcium-activated potassium channel modulator,MoA,Preclinical
2349,4583,calcium-activated potassium channel modulator,MoA,Preclinical
2351,4583,calcium-activated potassium channel modulator,MoA,Preclinical
61,4584,acetylcholine receptor allosteric modulator,MoA,Preclinical
247,4585,HDAC inhibitor,MoA,Preclinical
766,4586,matrix metalloprotease inhibitor,MoA,Preclinical
262,4587,ACAT inhibitor|sterol regulatory element binding protein (SREBP) inhibitor,MoA,Phase 2
72,4588,CC chemokine receptor agonist,MoA,Preclinical
371,4589,CDK inhibitor,MoA,Preclinical
90,4589,CDK inhibitor,MoA,Preclinical
4590,4591,ubiquitin specific protease inhibitor,MoA,Preclinical
4349,4591,ubiquitin specific protease inhibitor,MoA,Preclinical
4592,4591,ubiquitin specific protease inhibitor,MoA,Preclinical
4593,4591,ubiquitin specific protease inhibitor,MoA,Preclinical
4351,4594,histone demethylase inhibitor,MoA,Preclinical
4595,4594,histone demethylase inhibitor,MoA,Preclinical
4596,4597,CDC inhibitor,MoA,Preclinical
731,4597,CDC inhibitor,MoA,Preclinical
4598,4597,CDC inhibitor,MoA,Preclinical
4599,4600,ubiquitin-conjugating enzyme inhibitor,MoA,Preclinical
4596,4601,CDC inhibitor,MoA,Preclinical
731,4601,CDC inhibitor,MoA,Preclinical
61,4602,acetylcholine receptor antagonist,MoA,Preclinical
503,4602,acetylcholine receptor antagonist,MoA,Preclinical
1707,4603,neuropeptide receptor antagonist,MoA,Preclinical
3931,4604,neurotensin receptor antagonist,MoA,Preclinical
200,4605,PPAR receptor agonist,MoA,Preclinical
364,4606,IGF-1 inhibitor,MoA,Preclinical
366,4607,PARP inhibitor,MoA,Preclinical
2146,4608,cyclin D inhibitor,MoA,Preclinical
371,4608,cyclin D inhibitor,MoA,Preclinical
2146,4609,CDK inhibitor,MoA,Preclinical
371,4609,CDK inhibitor,MoA,Preclinical
1526,4610,DNA dependent protein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,MoA,Preclinical
1526,4611,DNA dependent protein kinase inhibitor,MoA,Preclinical
546,4612,MDM inhibitor,MoA,Preclinical
761,4612,MDM inhibitor,MoA,Preclinical
364,4613,insulin growth factor receptor inhibitor,MoA,Preclinical
364,4614,IGF-1 inhibitor,MoA,Preclinical
1672,4614,IGF-1 inhibitor,MoA,Preclinical
507,4615,HSP inhibitor,MoA,Phase 2
1648,4615,HSP inhibitor,MoA,Phase 2
1020,4616,mTOR inhibitor|PI3K inhibitor,MoA,Phase 3
781,4616,mTOR inhibitor|PI3K inhibitor,MoA,Phase 3
474,4616,mTOR inhibitor|PI3K inhibitor,MoA,Phase 3
138,4616,mTOR inhibitor|PI3K inhibitor,MoA,Phase 3
476,4616,mTOR inhibitor|PI3K inhibitor,MoA,Phase 3
1008,4617,FGFR inhibitor,MoA,Phase 3
350,4617,FGFR inhibitor,MoA,Phase 3
351,4617,FGFR inhibitor,MoA,Phase 3
1010,4617,FGFR inhibitor,MoA,Phase 3
244,4617,FGFR inhibitor,MoA,Phase 3
4618,4619,ephrin inhibitor,MoA,Preclinical
369,4620,JAK inhibitor,MoA,Preclinical
430,4621,MET inhibitor,MoA,Preclinical
469,4622,dipeptidyl peptidase inhibitor,MoA,Phase 2
507,4623,HSP inhibitor,MoA,Phase 1
1648,4623,HSP inhibitor,MoA,Phase 1
2360,4624,protein tyrosine kinase inhibitor,MoA,Preclinical
309,4625,ALK tyrosine kinase receptor inhibitor,MoA,Preclinical
1672,4625,ALK tyrosine kinase receptor inhibitor,MoA,Preclinical
2679,4626,tankyrase inhibitor,MoA,Preclinical
4627,4628,ceramidase inhibitor,MoA,Preclinical
3013,4629,p21 activated kinase inhibitor,MoA,Preclinical
69,4630,adenosine receptor agonist,MoA,Preclinical
275,4630,adenosine receptor agonist,MoA,Preclinical
276,4630,adenosine receptor agonist,MoA,Preclinical
277,4630,adenosine receptor agonist,MoA,Preclinical
2468,4630,adenosine receptor agonist,MoA,Preclinical
1954,4631,alcohol dehydrogenase inhibitor,MoA,Phase 1/Phase 2
4633,4634,Oct activator,MoA,Preclinical
110,4635,BCL inhibitor,MoA,Phase 3
227,4638,STAT inhibitor,MoA,Phase 1
79,4639,GABA receptor modulator,MoA,Phase 3
140,4639,GABA receptor modulator,MoA,Phase 3
141,4639,GABA receptor modulator,MoA,Phase 3
142,4639,GABA receptor modulator,MoA,Phase 3
755,4640,trace amine associated receptor agonist,MoA,Preclinical
2740,4640,trace amine associated receptor agonist,MoA,Preclinical
