FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication
1123,4282,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
603,4282,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
604,4282,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
23,4282,phosphodiesterase inhibitor,MoA,Launched,cardiology,congestive heart failure
1770,4283,membrane integrity inhibitor,MoA,Launched,infectious disease,leishmaniasis
433,4286,bone resorption inhibitor,MoA,Launched,orthopedics,osteoporosis
4287,4286,bone resorption inhibitor,MoA,Launched,orthopedics,osteoporosis
299,4288,KATP activator|Kir6 channel (KATP) activator|vasodilator,MoA,Launched,endocrinology,androgenetic alopecia
194,4288,KATP activator|Kir6 channel (KATP) activator|vasodilator,MoA,Launched,endocrinology,androgenetic alopecia
195,4288,KATP activator|Kir6 channel (KATP) activator|vasodilator,MoA,Launched,endocrinology,androgenetic alopecia
196,4288,KATP activator|Kir6 channel (KATP) activator|vasodilator,MoA,Launched,endocrinology,androgenetic alopecia
2141,4288,KATP activator|Kir6 channel (KATP) activator|vasodilator,MoA,Launched,endocrinology,androgenetic alopecia
174,4288,KATP activator|Kir6 channel (KATP) activator|vasodilator,MoA,Launched,endocrinology,androgenetic alopecia
165,4289,adrenergic receptor agonist,MoA,Launched,urology,urinary incontinence
417,4289,adrenergic receptor agonist,MoA,Launched,urology,urinary incontinence
567,4289,adrenergic receptor agonist,MoA,Launched,urology,urinary incontinence
23,4292,phosphodiesterase inhibitor,MoA,Launched,urology,erectile dysfunction
1,4293,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
3,4293,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
4,4293,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
14,4293,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
16,4293,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
395,4294,prostanoid receptor agonist,MoA,Launched,gastroenterology,duodenal ulcer disease
396,4294,prostanoid receptor agonist,MoA,Launched,gastroenterology,duodenal ulcer disease
498,4294,prostanoid receptor agonist,MoA,Launched,gastroenterology,duodenal ulcer disease
499,4294,prostanoid receptor agonist,MoA,Launched,gastroenterology,duodenal ulcer disease
192,4295,insulin secretagogue,MoA,Launched,endocrinology,diabetes mellitus
195,4295,insulin secretagogue,MoA,Launched,endocrinology,diabetes mellitus
200,4295,insulin secretagogue,MoA,Launched,endocrinology,diabetes mellitus
594,4298,antineoplastic agent,MoA,Launched,oncology,adrenal cortical carcinoma
93,4298,antineoplastic agent,MoA,Launched,oncology,adrenal cortical carcinoma
354,4298,antineoplastic agent,MoA,Launched,oncology,adrenal cortical carcinoma
232,4299,topoisomerase inhibitor,MoA,Launched,neurology/psychiatry|oncology|hematologic malignancy,multiple sclerosis|prostate cancer|acute myeloid leukemia (AML)
207,4300,acetylcholine receptor antagonist,MoA,Launched,critical care|neurology/psychiatry,endotracheal intubation|muscle relaxant
97,4301,histamine receptor antagonist,MoA,Launched,allergy,urticaria|allergic rhinitis
612,4302,immunosuppressant|inosine monophosphate dehydrogenase inhibitor,MoA,Launched,transplant|rheumatology,organ rejection|nephrotic syndrome
569,4364,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression|anxiety
1248,4364,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression|anxiety
407,4365,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology,hypertension
3976,4365,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology,hypertension
174,4367,cyclooxygenase inhibitor,MoA,Launched,rheumatology|orthopedics,rheumatoid arthritis|osteoporosis
7,4369,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
97,4369,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
14,4369,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
1119,4370,guanylate cyclase stimulant,MoA,Launched,cardiology,coronary artery disease (CAD)
423,4371,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses
423,4372,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses
801,4374,melanin inhibitor,MoA,Launched,dermatology,skin depigmentation
403,4375,leukotriene receptor antagonist,MoA,Launched,pulmonary|allergy,asthma|allergic rhinitis|exercise-induced bronchoconstriction (EIB)
1816,4375,leukotriene receptor antagonist,MoA,Launched,pulmonary|allergy,asthma|allergic rhinitis|exercise-induced bronchoconstriction (EIB)
167,4376,sodium channel blocker,MoA,Withdrawn,cardiology,ventricular arrhythmias
490,4379,serotonin receptor agonist,MoA,Launched,gastroenterology,hypertrophic gastritis (GHG)|gastroesophageal reflux disease (GERD)|dyspepsia|irritable bowel syndrome
232,4382,bacterial DNA gyrase inhibitor,MoA,Launched,otolaryngology|pulmonary|infectious disease,sinusitis|bronchitis|pneumonia|skin infections|intra-abdominal infections
1,4383,imidazoline receptor agonist,MoA,Launched,cardiology,hypertension
3,4383,imidazoline receptor agonist,MoA,Launched,cardiology,hypertension
4,4383,imidazoline receptor agonist,MoA,Launched,cardiology,hypertension
71,4384,vasopressin receptor antagonist,MoA,Launched,endocrinology,hyponatremia
903,4384,vasopressin receptor antagonist,MoA,Launched,endocrinology,hyponatremia
904,4384,vasopressin receptor antagonist,MoA,Launched,endocrinology,hyponatremia
612,4403,dehydrogenase inhibitor|inositol monophosphatase inhibitor,MoA,Launched,transplant,organ rejection
936,4403,dehydrogenase inhibitor|inositol monophosphatase inhibitor,MoA,Launched,transplant,organ rejection
612,4404,dehydrogenase inhibitor|inositol monophosphatase inhibitor,MoA,Launched,transplant,organ rejection
936,4404,dehydrogenase inhibitor|inositol monophosphatase inhibitor,MoA,Launched,transplant,organ rejection
174,4419,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis
171,4419,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis
165,4424,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|hypertension
417,4424,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|hypertension
567,4424,adrenergic receptor antagonist,MoA,Launched,cardiology,angina pectoris|hypertension
577,4427,serine protease inhibitor,MoA,Launched,cardiology,anticoagulent
578,4427,serine protease inhibitor,MoA,Launched,cardiology,anticoagulent
380,4427,serine protease inhibitor,MoA,Launched,cardiology,anticoagulent
4428,4427,serine protease inhibitor,MoA,Launched,cardiology,anticoagulent
1537,4427,serine protease inhibitor,MoA,Launched,cardiology,anticoagulent
3048,4427,serine protease inhibitor,MoA,Launched,cardiology,anticoagulent
331,4427,serine protease inhibitor,MoA,Launched,cardiology,anticoagulent
1160,4429,bacterial cell wall synthesis inhibitor,MoA,Launched,infectious disease,gram-positive bacterial infections
421,4429,bacterial cell wall synthesis inhibitor,MoA,Launched,infectious disease,gram-positive bacterial infections
334,4429,bacterial cell wall synthesis inhibitor,MoA,Launched,infectious disease,gram-positive bacterial infections
45,4430,adrenergic receptor antagonist,MoA,Launched,urology,benign prostatic hyperplasia (BPH)
339,4431,opioid receptor agonist|opioid receptor antagonist,MoA,Launched,neurology/psychiatry,pain relief
510,4431,opioid receptor agonist|opioid receptor antagonist,MoA,Launched,neurology/psychiatry,pain relief
511,4431,opioid receptor agonist|opioid receptor antagonist,MoA,Launched,neurology/psychiatry,pain relief
510,4432,opioid receptor agonist,MoA,Launched,nephrology,uremic pruritus
511,4432,opioid receptor agonist,MoA,Launched,nephrology,uremic pruritus
339,4433,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
510,4433,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
511,4433,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
511,4434,opioid receptor antagonist,MoA,Launched,gastroenterology,constipation
286,4435,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
354,4435,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
339,4435,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
510,4435,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
511,4435,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
2242,4435,opioid receptor antagonist,MoA,Launched,pulmonary,respiratory depression
339,4437,opioid receptor antagonist,MoA,Launched,neurology/psychiatry,abstinence from alcohol
510,4437,opioid receptor antagonist,MoA,Launched,neurology/psychiatry,abstinence from alcohol
511,4437,opioid receptor antagonist,MoA,Launched,neurology/psychiatry,abstinence from alcohol
633,4437,opioid receptor antagonist,MoA,Launched,neurology/psychiatry,abstinence from alcohol
45,4442,adrenergic receptor agonist,MoA,Launched,ophthalmology,eye irritation
1,4442,adrenergic receptor agonist,MoA,Launched,ophthalmology,eye irritation
174,4443,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry|rheumatology|dental|otolaryngology|endocrinology,pain relief|rheumatoid arthritis|headache|toothache|backache|muscle pain|common cold|fever
171,4443,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry|rheumatology|dental|otolaryngology|endocrinology,pain relief|rheumatoid arthritis|headache|toothache|backache|muscle pain|common cold|fever
11,4444,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
12,4444,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
13,4444,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
488,4444,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
489,4444,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
192,4452,insulin secretagogue,MoA,Launched,endocrinology,diabetes mellitus
195,4452,insulin secretagogue,MoA,Launched,endocrinology,diabetes mellitus
196,4452,insulin secretagogue,MoA,Launched,endocrinology,diabetes mellitus
200,4452,insulin secretagogue,MoA,Launched,endocrinology,diabetes mellitus
165,4464,adrenergic receptor antagonist,MoA,Launched,cardiology,hypertension
1816,4470,histamine receptor antagonist,MoA,Launched,neurology/psychiatry|ophthalmology,itching|conjunctivitis
4471,4470,histamine receptor antagonist,MoA,Launched,neurology/psychiatry|ophthalmology,itching|conjunctivitis
2196,4470,histamine receptor antagonist,MoA,Launched,neurology/psychiatry|ophthalmology,itching|conjunctivitis
507,4470,histamine receptor antagonist,MoA,Launched,neurology/psychiatry|ophthalmology,itching|conjunctivitis
392,4470,histamine receptor antagonist,MoA,Launched,neurology/psychiatry|ophthalmology,itching|conjunctivitis
1881,4474,DNA synthesis inhibitor|T cell inhibitor,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
1160,4475,HIV protease inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
832,4475,HIV protease inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
658,4475,HIV protease inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
2191,4475,HIV protease inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
1820,4475,HIV protease inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
421,4475,HIV protease inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
1939,4475,HIV protease inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
7,4476,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
8,4476,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
9,4476,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
537,4478,bacterial 30S ribosomal subunit inhibitor,MoA,Launched,infectious disease|gastroenterology,first-aid antibiotic|hepatic encephalopathy (HE)|intra-abdominal infections
205,4479,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,myasthenia gravis
174,4480,cyclooxygenase inhibitor,MoA,Launched,ophthalmology,eye inflammation
171,4480,cyclooxygenase inhibitor,MoA,Launched,ophthalmology,eye inflammation
346,4482,EGFR inhibitor,MoA,Launched,oncology,breast cancer
348,4482,EGFR inhibitor,MoA,Launched,oncology,breast cancer
244,4482,EGFR inhibitor,MoA,Launched,oncology,breast cancer
433,4483,bone resorption inhibitor,MoA,Launched,endocrinology,brittle bone disease|Paget's disease
28,4484,tachykinin antagonist,MoA,Launched,gastroenterology,nausea|vomiting
1160,4488,non-nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
2099,4488,non-nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
832,4488,non-nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
2191,4488,non-nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
1820,4488,non-nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
421,4488,non-nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
1938,4488,non-nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)
4500,4501,NAD precursor|vitamin B,MoA,Launched,endocrinology,hypertriglyceridemia
648,4501,NAD precursor|vitamin B,MoA,Launched,endocrinology,hypertriglyceridemia
217,4501,NAD precursor|vitamin B,MoA,Launched,endocrinology,hypertriglyceridemia
219,4501,NAD precursor|vitamin B,MoA,Launched,endocrinology,hypertriglyceridemia
4502,4501,NAD precursor|vitamin B,MoA,Launched,endocrinology,hypertriglyceridemia
4503,4501,NAD precursor|vitamin B,MoA,Launched,endocrinology,hypertriglyceridemia
277,4505,calcium channel blocker,MoA,Launched,cardiology,chronic stable angina|hypertension
45,4506,adrenergic receptor antagonist,MoA,Launched,rheumatology|neurology/psychiatry|cardiology|hematology,Raynaud's disease|migraine headache|atherosclerosis|thrombosis
227,4507,DNA replication inhibitor|STAT inhibitor,MoA,Launched,infectious disease,tapeworm
196,4508,nitric oxide donor|potassium channel activator,MoA,Launched,cardiology,angina pectoris
4509,4510,protein synthesis stimulant,MoA,Launched,dermatology,acne vulgaris (AV)
2005,4510,protein synthesis stimulant,MoA,Launched,dermatology,acne vulgaris (AV)
366,4510,protein synthesis stimulant,MoA,Launched,dermatology,acne vulgaris (AV)
4511,4510,protein synthesis stimulant,MoA,Launched,dermatology,acne vulgaris (AV)
4512,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
1733,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
207,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
59,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
61,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
3055,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
2226,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
43,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
3056,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
503,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
3058,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
2227,4513,acetylcholine receptor agonist,MoA,Launched,neurology/psychiatry,smoking cessation
